Name,Size,Type,Environment
Hodag,Large,Beast,
holler spider,Tiny,Beast,
Holy Knight (A5E),Medium,Humanoid,"Grassland, Hills, Mountains, Settlement, Temple"
Homunculus,Tiny,Construct,"dungeon, urban"
Homunculus (A5E),Tiny,Construct,Laboratory
Hongaek,Large,Elemental,
Hooden Horse,Medium,Undead,
Hook Horror,Large,Monstrosity,"dungeon, underground"
Hook Horror Servant,Medium,Plant,
Horakh,Medium,Monstrosity,"desert,plains,ruins,underground"
Horde Demon (A5E),Medium,Fiend,Abyss
Horde Demon Band (A5E),Large,Fiend,Abyss
Horde of Shadows (A5E),Large,Undead,"Caverns, Ruin, Shadowfell, Tomb"
Horizonback Tortoise,Gargantuan,Monstrosity,
Horncaller,Medium,Humanoid,
Horned Devil,Large,Fiend,"dungeon, planar"
Horned Devil (A5E),Large,Fiend,Hell
Horned Serpent,Large,Monstrosity,
Horned Tauric (A5E),Large,Fey,"Feywild, Forest, Grassland"
Horned Tauric Centaur Variant (A5E),Large,Fey,
Hound Guardian (A5E),Medium,Construct,"Laboratory, Ruin, Temple, Tomb"
Hound of the Night,Large,Monstrosity,"hills,plains,ruins,underground"
Hound of Tindalos,Medium,Aberration,
Howler Baboon,Medium,Beast,
Howler of the hill,L,Aberration,"farmland, planar"
Howling Hatred Initiate,Medium,Humanoid,"arctic, cave, coast, desert, dungeon, grassland, mountain, ruins"
Howling Hatred Priest,Medium,Humanoid,"arctic, cave, coast, desert, dungeon, grassland, mountain, ruins"
Hraesvelgr the Corpse Swallower,Huge,Giant,
Hrasvelgr,Huge,Giant,
Huecambra,Large,Monstrosity,
Huggermugger,Small,Humanoid,underground
Hukluban,Medium,Fey,forests
Huli Jing,Medium,Fey,
Hulking Crab,Huge,Beast,
Hulking whelp,Small / Huge,Fey,
"Human, Elfmarked",Medium,Humanoid,
Hundun,Large,Celestial,
"Hungry ghost, gaki",Medium,Undead,
"Hungry GHost, Petra",Medium,Undead,,9PYFyIrAZF4thswUhIL,vIWyiTiqYE4sZJZH,KABk5cwmhk1cSvPoSA3,zoJDc,mW,aXuyxSFHIdcZkBy,eVU
Hunter Shark,Large,Beast,aquatic
Hunter Shark (A5E),Large,Beast,Water
Hurricane,Medium,Humanoid,"arctic, cave, coast, desert, dungeon, grassland, mountain, ruins"
Husk,Medium,Undead,
Husk Zombie,Medium,Undead,
"Husk, Giant",Huge,Undead,
Hvalfiskr,H,Giant,"arctic, underwater",2H0ySAYQHLSTT0x,g2,V
Hverhuldra,Small,Fey,
Hyaenodon,Large,Beast,grassland
Hyakume,Huge,Aberration,
Hybrid Brute,Medium,Humanoid,
Hybrid Flier,Medium,Humanoid,
Hybrid Poisoner,Medium,Humanoid,
Hybrid Shocker,Medium,Humanoid,
Hybrid Spy,Medium,Humanoid,
Hydra,Huge,Monstrosity,"aquatic, cave, coast, dungeon, forest, mountain, ruins, swamp, underground"
Hydra (A5E),Huge,Monstrosity,"Caverns, Plane of Water, Swamp, Water"
Hydra Cloud Gohl,Large,Aberration,"ruins, underground"
"Hydra, Chameleon",Huge,Monstrosity,
Hyena,Medium,Beast,"forest, grassland"
Hyena (A5E),Medium,Beast,"Desert, Grassland, Ruin, Shadowfell"
Ia'Affrat,Large,Elemental,
Ibexian,L,Fiend,planar
"Ibingan, Lake",Huge,Dragon,"coastal, sea",QqF,0tV9Bbx3d,ZSUPH0rKHNT5,LAYDUJTYDpqDoH,Ib9D5l24Dzt0k,ueTF3CA,Annz3,6
"Ibingan, Waterfall",Large,Dragon,"coastal, sea",MCAcMf7wBosa3G,MjnGrJ2KX,Jo1XU2NQX,Zoa95wnsPpZM8L,9g3Q4IarsdBFj
Ice Bogie,Small,Fey,
Ice Devil,Large,Fiend,"dungeon, planar"
Ice Devil (A5E),Large,Fiend,Hell
Ice Drake,Small,Dragon,arctic
Ice Elemental,Large,Elemental,
Ice Golem,Large,Construct,
ice maiden,Medium,Fey,
Ice Mephit,Small,Elemental,"arctic, dungeon, planar, urban"
Ice Mephit (A5E),Small,Elemental,"Mountains, Plane of Air, Plane of Water, Tundra",S03UcY,gm,dK1kH3dlUz0iRkjx7Y3m
Ice Toad,Medium,Monstrosity,arctic
Ice urchin,L,Monstrosity,arctic
Ice willow,L,Plant,arctic
Ice Worm (A5E),Gargantuan,Monstrosity,Tundra
Iceworm,S,Monstrosity,underwater
Icheneumon,Large,Monstrosity,
Ichneumon,Large,Monstrosity,
Ichor Ooze,Meidum,Ooze,
Idolic Deity,Small,Construct,"ruins,underground"
Igniguana,Medium,Elemental,"planar, underground"
Ijiraq,Medium,Fey,
Ikuchi,Gargantuan,Elemental,
"Illhveli, kembingur",Gargantuan,Monstrosity,
"Illhveli, Nauthveli",Gargantuan,Monstrosity,
Illusionist,Medium,Humanoid,urban
Imix,Huge,Elemental,
Imp,Tiny,Fiend,"dungeon, planar"
Imp (A5E),Tiny,Fiend,Hell
Imp Familiar (A5E),Tiny,Fiend,Hell
Imp Familiar Imp Variant (A5E),Tiny,Fiend (Devil),
Imperator,H,Monstrosity,"arctic, underwater"
"Imperator, penguin swarm",H,Swarm,"arctic, underwater"
Imperial Dragon Wyrmling,Medium,Dragon,
Imy-ut Ushabti,Medium,Construct,
Incandescent one,M,Celestial,"coastal, underwater"
Incarnate Gloom,Gargantuan,Undead,
Incinis,Large,Elemental,
Infernal Centaur,Medium,Fiend,
Infernal Knight,Medium,Fiend,
Infernal Swarm,Huge Swarm,Fiend,
Infestation Swarm,Medium,Aberration,
Infested Duelist,M,Humanoid,any
Infiltrator,M,Humanoid,urban
Initiate of the Elder Elementals,Small,Humanoid,
Ink Devil,Small,Fiend,"ruins,underground,urban"
Ink Guardian,Large,Ooze,
Ink Guardian Ooze,Large,Ooze,
Inkling,Tiny,Construct,
Inspired,Medium,Humanoid,
Intellect Devourer,Tiny,Aberration,"dungeon, underground"
Intellect Devourer (A5E),Tiny,Aberration,"Astral Plane, Caverns, Laboratory, Ruin, Sewer"
Invisible Render (A5E),Medium,Elemental,"Grassland, Laboratory, Plane of Air, Settlement, Swamp, Temple",6kkqY8kAhD6N,kHRBqyWbyt2,R1kozsqqJsEjeGC03bHj,s2BeakuCA5XXZiXCv
Invisible Stalker,Medium,Elemental,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, planar, ruins, swamp, underground, urban"
Invisible Stalker (A5E),Medium,Elemental,"Grassland, Laboratory, Plane of Air, Settlement, Swamp, Temple",e6BHKCqzRRMP2jt9DR
Ion slime,S,Ooze,coastal
Irid,Tiny,Celestial,
Iron Defender,Medium,Construct,
Iron Ghoul,Medium,Undead,"ruins,underground"
Iron Golem,Large,Construct,"dungeon, ruins, urban"
Iron Guardian (A5E),Large,Construct,"Laboratory, Ruin, Temple, Tomb"
Iron Sphere,Small,Construct,
Iron Teeth of Baba Yaga,Tiny,Fey,
Isonade,Gargantuan,Monstrosity,aquatic
Isperia,Gargantuan,Monstrosity,
Ixitxachitl,Small,Aberration,
Iymrith the Dragon,Gargantuan,Dragon,
Izek Strazni,Medium,Humanoid,
J'Ba Fofi Spider,Large,Beast,forests
Jaanavar Jal,Huge,Monstrosity,
Jack of Strings,Medium,Fey,
Jack-in-Irons,Huge,Giant,"forest, grassland",xdz3X6QtLfYdeP5VV,SmvKmgmJO0U
Jackal,Small,Beast,"desert, grassland"
Jackal (A5E),Small,Beast,"Desert, Grassland, Ruin, Shadowfell",3T,QWdKTQL6o28riRYCs9,rgMHe2,WaguSHBVkd6JcZb,76w0h8gDdH5Ke,bJy1q8,NrPcL9Civ,tNraERfn9tXO,2h2rg3jBeYR26Sx,esDq5sU4G4JH0o6kn,IOyedq5CJ5O0dk5uCzm2,vlhRxKAbP0bSO,d,rH2qRUs
Jackal of Darkness,Small,Undead,ruins
Jackalwere,Medium,Humanoid,"desert, grassland, urban"
Jackalwere (A5E),Medium,Fiend,"Desert, Grassland, Hills"
Jackalwere Pack Leader (A5E),Medium,Fiend,"Desert, Grassland, Hills"
Jaculi,Medium,Monstrosity,
Jaculus,Small,Dragon,forests
Jamna Gleamsilver,Small,Humanoid,
jarad vod savo,Medium,Undead,
Jiangshi,Medium,Undead,
Jimmenju,Huge,Plant,
Jinmenju,Huge,Plant,"hills, forests",vPn,idC8v,8JJ4vKuqg
Jinnborn air pirate,M,Humanoid,"desert, planar"
Jorogumo,Medium,Monstrosity,"mountains, coastal"
Jotun Giant,Gargantuan,Giant,
"Jourrael, the Caedogeist",Medium,Fiend (drow),
Jubjub bird,L,Beast,"forest, grassland"
Juggernaut,Large,Construct,
Juiblex,Huge,Fiend,
Jungle Ankheg,Large,Monstrosity,"coast, forest, grassland, underground"
Juniper sheriff,S,Fey,"forest, hills, mountains",b,3ml5yQ
Junk Shaman,Small,Humanoid,
Jupiter Bloodsucker,Medium,Plant,forest
Kachilian,Huge,Aberration,
Kachlian,Huge,Aberration,
"Kaiju, Masura",Gargantuan,Monstrosity,
"Kaiju, Mogaru",Gargantuan,Monstrosity (Titan),"forests, coastal"
Kalanget,Small,Elemental,
Kalaraq quori,Medium,Aberration,
Kalashtar,Medium,Humanoid,
Kalka-Kylla,Large,Monstrosity,
Kalke,Small,Fiend,
Kallikantzaros,Small,Fey,
Kamadan,Large,Monstrosity,
Kamaitachi,Small,Monstrosity,
"Kami, Gorao-ka",Tiny,Fey,
"Kami, Hebi-Doku",Medium,Fey,
"Kami, Naizu-Ha",Small,Fey,
"Kami, Neak Ta",Small,Fey,urban
"Kami, Sasori Fukurouwashi",Medium,Fey,
"Kami, Toshigami",Medium,Fey,"forests, urban"
"Kami, Zuishin",Medium,Fey,
Kampfult,Medium,Plant,underground
Kapi,Medium,Humanoid,
Kappa,Small,Fey,coastal
Kapre,Huge,Plant,forests
Karakura,Medium,Fiend,
Karkadann,H,Monstrosity,"desert, grassland"
Karrnathi undead soldier,Medium,Undead,
Kaveph,Huge,Aberration,
Kawa Akago,Small,Plant,coastal
Kech,Medium,Monstrosity,forest
Kech Bugbear Chief Variant (A5E),Medium,Humanoid (Goblinoid),
Keelbreaker crab,Huge,Monstrosity,
Keg Golem,Medium,Construct,
Kelauklyth,Medium,Humanoid,
Kelp Drake,Medium,Dragon,
Kelp Eel,Huge,Plant,
Kelpie,Medium,Plant,aquatic
Kenku,Medium,Humanoid,"arctic, coast, desert, forest, grassland, mountain, ruins, urban"
Keyhole Dragonette,Tiny,Dragon,
"Keyleth, Voice of the Tempest",Medium,Humanoid (half-elf),,1
Kezai,Medium,Monstrosity,
Khalkos (A5E),Medium,Aberration,"Abyss, Hell, Settlement, Temple"
Khalkos Spawn (A5E),Tiny,Aberration,"Abyss, Hell, Settlement, Temple",oJ09uan,tHHda,Wk7dhhVvWt,g,gd,6M61NcRMfJ,C3rzIuG,19nSTnV3li
Khamaseen,T,Elemental,"badlands, desert"
Khargi,H,Fiend,badlands
Khargra,Small,Fiend,planar
Khodumodumo,Gargantuan,Monstrosity,
Ki-rin,Huge,Celestial,"coast, desert, grassland, mountain"
Kibaan,Small,Fey,
Kikimora,Medium,Fey,urban
Killer Whale,Huge,Beast,aquatic
Killer Whale (A5E),Huge,Beast,Water
King Fomor (A5E),Gargantuan,Celestial,Feywild
King Kobold,Small,Humanoid,
Kinnara,Medium,Celestial,
Kirikari,Huge,Monstrosity,
Kirin,Large,Celestial,
Kishi,Medium,Fiend,
Kishi Demon,Medium,Fiend,
Kitsune,Small,Fey,
Kmoch Pray,Huge,Plant,forests
Knight,Medium,Humanoid,urban
Knight (A5E),Medium,Humanoid,"Grassland, Hills, Mountains, Settlement, Temple"
Knight Ab-errant,Large,Humanoid,
Knight Captain (A5E),Medium,Humanoid,"Grassland, Hills, Mountains, Settlement, Temple",qTHx9eSur9Qnsmk,dckR,9WSXZxn1m955YrHXu,noryGqnhuZHRNNrrt0N,ei,Or4JOh9ALD3
Knight of the Road,Medium,Humanoid,
Kobold,Small,Humanoid,"cave, dungeon, mountain, underground",TWR0iCO7CllQ1uk4fO,2NaRrdf5tnwJAPAw,L4aLPlw1nfFFzIHDu0,tVpRQL5Z,X8Y9MKLUrbV,U60jr0hlpsCaDjEWt,iM
Kobold (A5E),Small,Humanoid,"Caverns, Forest, Grassland, Hills, Jungle, Mountains, Plane of Earth, Ruin, Settlement, Swamp, Tundra"
Kobold Alchemist,Small,Humanoid,"ruins,underground,urban"
Kobold Broodguard (A5E),Small,Humanoid,"Caverns, Forest, Grassland, Hills, Jungle, Mountains, Plane of Earth, Ruin, Settlement, Swamp, Tundra"
Kobold Broodguard Dragon Servitor (A5E),Small,Humanoid,"Caverns, Forest, Grassland, Hills, Jungle, Mountains, Plane of Earth, Ruin, Settlement, Swamp, Tundra",NDSmpW84eXMDINy07Jd,AmMX3rvP2UUetn1kRR9i,ehNn0I3JUQWXQ,wLkyW5BV83oNpscOxE
Kobold Bully,Small,Humanoid,
Kobold Chieftain,Small,Humanoid,"ruins,underground,urban",ZQYl6AnTSBsC2R,XR0J,gyqpz5,BY2ruEdNNSbBc3qyh,78m,4XalCqtRbEqrdPmP,isGns9znJc6,A7CHq7l2UzmvEy
Kobold Commander,Small,Humanoid,
Kobold Dragon Servitor (A5E),Small,Humanoid,"Caverns, Forest, Grassland, Hills, Jungle, Mountains, Plane of Earth, Ruin, Settlement, Swamp, Tundra"
Kobold Dragonshield,Small,Humanoid,"forest, grassland, mountain, underground, urban"
Kobold Hero,Small,Humanoid,
Kobold Inventor,Small,Humanoid,"forest, grassland, mountain, underground, urban",oAzSS2T4icoh2pSr,7kdH21mU4fXXQIltuW,t8uBUE,rRVtiILzZeFS6h,eYbM1HBjnrRqr,C7smdAN
Kobold Scale Sorcerer,Small,Humanoid,"forest, grassland, mountain, underground, urban"
Kobold Shaman,Small,Humanoid,
Kobold Soldier,Small,Humanoid,
Kobold Sorcerer (A5E),Small,Humanoid,"Caverns, Forest, Grassland, Hills, Jungle, Mountains, Plane of Earth, Ruin, Settlement, Swamp, Tundra",v1,P13XA4,9baylEeXSO9awfaxW3Wg,QI1mY2T31GL59R,L00ULMeylfX,L4fT,b5tPAB,NGYU,G5nI,gaReA7dY89vkk,j1fUD2OZ8BtIOM,zX4kGG,iyPtGp6rWN,SglWUVW,l1eWHdxF9q,sacJTLrnbhx8B
Kobold Sorcerer Dragon Servitor (A5E),Small,Humanoid,"Caverns, Forest, Grassland, Hills, Jungle, Mountains, Plane of Earth, Ruin, Settlement, Swamp, Tundra"
Kobold Spellclerk,Small,Humanoid,
Kobold Trapsmith,Small,Humanoid,"ruins,underground,urban"
Kobold War Machine,Large,Construct,
"Kobold, drake rider",S,Humanoid,any
"Kobold, Elite",Small,Humanoid,
"Kobold, empyrean",S,Celestial,"any, planar",yF4e,QbBwCKPNDqG1t4wPU,5hvv
"Kobold, ghost hunter",S,Humanoid,any,AcVbjKKD1jLCd7Gl,TTg7jfWGe7QI2HSGoV4,7JWF1rG5S4sdwYxMhK38,8GRqGDM8DVYwGK,aPgEIpXE4TcutQjupB,wJEwu1vyMh
"Kobold, Junk Shaman",Small,Humanoid,
"Kobold, King",Small,Humanoid,,5P3Z,bcCQy
"Kobold, leviathan hunter",M,Humanoid,"coastal, underwater"
"Kobold, planes hunter",S,Humanoid,,FFW1dTIDh8
"Kobold, sapper",S,Humanoid,urban
"Kobold, Swolbold",Medium,Humanoid,,oKOw,lHFQg,7MoQM,SD80G,XAn1MBZTA0nwoR,f88zY1B
"Kobold, Wizard",Small,Humanoid,
kongamato,Large,Beast,"marshes,plains"
Koralk (Harvester Devil),Large,Fiend,
Korred,Small,Fey,forest
Korrigan,Small,Fey,
Koschei,Medium,Fiend,
Kot Bayun,Medium,Monstrosity,"hills,mountains,ruins,underground"
Kraghammer Goat-Knight,Medium,Humanoid (dwarf),
Krake spawn,Huge,Monstrosity,aquatic
Kraken,Gargantuan,Monstrosity,"aquatic, coast"
Kraken (A5E),Gargantuan,Monstrosity,"Plane of Water, Water"
Kraken Hatchling,Huge,Monstrosity,
Kraken Priest,Medium,Humanoid,"coast, aquatic"
Kraul Death Priest,Medium,Humanoid,
Kraul Warrior,Medium,Humanoid,
Kryt,Medium,Humanoid,
Kting Voar,Large,Beast,"forests, plains"
Kulmking,Large,Undead,
Külmking,Large,Undead,
Kumakatok,Large trio of Medium fiends,Fiend,
Kuo-toa,Medium,Humanoid,"aquatic, coast"
Kuo-toa Archpriest,Medium,Humanoid,"aquatic, coast"
Kuo-toa Whip,Medium,Humanoid,"aquatic, coast"
Kurok-spirit,Large,Fiend,
Kuunganisha,Small,Fiend,
Labyrinth Keeper,Large,Monstrosity,
Lacedon (A5E),Medium,Undead,
Lacedon Ghast (A5E),Medium,Undead,"Abyss, Caverns, Desert, Forest, Grassland, Hills, Mountains, Ruin, Sewer, Shadowfell, Swamp, Temple, Tomb, Tundra"
Lacedon Ghoul (A5E),Medium,Undead,"Abyss, Caverns, Desert, Forest, Grassland, Hills, Mountains, Ruin, Sewer, Shadowfell, Swamp, Temple, Tomb, Tundra"
lady illmarrow,Medium,Undead,
Lady in White,Medium,Undead,
Laestrigonian,Large,Giant,
Laestrigonian Giant,Large,Giant,
Lake Troll,Large,Giant,
Lakescourge lotus,M,Undead,"coastal, farmland, swamp",j7t7wDY0Z9lXUI
Lamassu,Large,Celestial,
Lambent Witchfyre,Large,Aberration,
Lamia,Large,Monstrosity,"desert, ruins"
Lamia (A5E),Large,Monstrosity,"Abyss, Desert, Grassland, Hills",sekMii5zVf,T
"Lamia, Serpentine",Medium,Monstrosity,
Lampong,Medium,Fey,forests
Land Lamprey,Small,Beast,underground
Langdedrosa Cynwrath,Medium,Humanoid,
Lantern Beetle,Tiny,Beast,
Lantern Dragonette,Tiny,Dragon,forests
Lava Child,Medium,Elemental,underground
Lava Child Shaman,Medium,Elemental,underground
Lava Keeper,Huge,Elemental,
Lava Weird,Large,Elemental,planar
Lawmage,Medium,Humanoid,
Lazav,Medium,Monstrosity,
Lazavik,Tiny,Fey,
Leashed lesion,L,Aberration,"any, planar",gJ,PR27EIW0Ew
leech swarm,Medium,Beast,
Lemure,Medium,Fiend,"dungeon, planar"
Lemure (A5E),Medium,Fiend,Hell
Lemure Band (A5E),Large,Fiend,Hell
Lemurfolk,Small,Humanoid,
Lemurfolk (Kaguani),Small,Humanoid,forests
Lemurfolk Greyfur,Small,Humanoid,
"Lemurfolk, Greyfur",Small,Humanoid,forests,ENsnWo,LGNvTy9iFkUSj,S3Cs4D18yVlRRG0ucykQ,A19kLobHch
Leng Spider,Huge,Aberration,
Leonin,Medium,Humanoid,
Leonino,Tiny,Beast,
Leshy,Medium,Monstrosity,forests
Lesser Boneneedle,Small,Beast,underground
Lesser Fire Crab,Small,Monstrosity,planar
Lesser Glass Golem,Small,Construct,
Lesser Hair Golem,Small,Construct,
Lesser Lunarchidna,Medium,Aberration,
Lesser Mud Golem,Small,Construct,
Lesser Scrag,Medium,Monstrosity,
Lesser Shadow,Medium,Undead,
Lesser Wood Golem,Medium,Construct,
Leucrotta,Large,Monstrosity,"desert, grassland"
Ley wanderer,H,Aberration,any
Library Automaton,Small,Construct,urban
Lich,Medium,Undead,"dungeon, ruins, urban"
Lich (A5E),Medium,Undead,"Laboratory, Ruin, Shadowfell, Tomb"
Lich (in lair),Medium,Undead,"dungeon, ruins, urban"
Lich Hound,Medium,Undead,
"Lich, Hierophant",Medium,Undead,
"Lich, Pact",Medium,Undead,
"Lich, Virtuoso",Medium,Undead,
Life broker,M,Fey,"farmland, urban"
Light Cavalry,Medium,Humanoid,
Light Devourer,Medium,Aberration,"cave, underground"
Light Dragon Wyrmling,Medium,Dragon,
Light Drake,Tiny,Dragon,
Light eater,S,Aberration,underground
Lightning Treant,Huge,Plant,forest
Likho,Medium,Monstrosity,forests
Liminal Drake,Large,Dragon,
Lindwurm,Large,Dragon,"forests, hills",wtGPZEOOqz1WLbbx2lTI,FMPNTe4wBEbFU,9DzETwqnB7ZT,VrAV4WllqfchQQ3,2,usL1MS,KzDE6zEl5f
"Linnorm, Vent",Gargantuan,Dragon,
Lion,Large,Beast,grassland
Lion (A5E),Large,Beast,"Desert, Forest, Grassland",Dy8PRA3Vm0E,JJu0H8ekjnuuR,q,GJgVVnl4JPTCZf2,fuoCNIcOxfowiLuv,A,yvYFQ9Fjp,QiGz8xQFpRX
Lioness of Nergal,Medium,Humanoid,
Lionwere,Large,Monstrosity,"grassland, underground"
Liosalfar,Large,Elemental,
Litao,Medium,Fey,"coastal, forests"
Lithonnite,Large,Monstrosity,"aquatic, underground"
living burning hands,Medium,Construct,
living cloudkill,Large,Construct,
Living lightning bolt,Large,Construct,
Living Shade,Medium,Fey,
Living soot,L,Elemental,"planar, urban"
Living Spellbook,Large,Construct,
Living Star,Huge,Celestial,
Living Temple,Gargantuan,Construct,dungeon
Living Wick,Small,Construct,"ruins,underground,urban"
Lizard,Tiny,Beast,"cave, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground"
Lizard (A5E),Tiny,Beast,"Desert, Grassland, Jungle, Ruin, Swamp"
Lizard King/Queen,Medium,Humanoid,"coast, dungeon, forest, grassland, swamp"
Lizardfolk,Medium,Humanoid,"coast, dungeon, forest, grassland, swamp"
Lizardfolk (A5E),Medium,Humanoid,"Jungle, Swamp"
Lizardfolk Chosen One (A5E),Medium,Humanoid,"Jungle, Swamp"
Lizardfolk Druid (A5E),Medium,Humanoid,"Jungle, Swamp"
Lizardfolk Monk,Medium,Humanoid,
Lizardfolk Shaman,Medium,Humanoid,"coast, dungeon, forest, grassland, swamp"
Lobe lemur,S,Monstrosity,swamp
Locksmith,Medium,Construct,
Lord of the Azer,Medium,Elemental,"planar, underground"
Lord of the Hunt,Medium,Fey,
Lord of Vultures,Large,Fey,
Lord Zombie,Medium,Undead,
Lorelei,Medium,Fey,aquatic
Lorthnu'un of the Golden Chalice,Huge,Aberration,
Lost Minotaur,Large,Undead,
Lotus Golem,Large,Construct,
Lou Carcolh,Medium,Monstrosity,
Loxoda,Huge,Monstrosity,"forests,plains"
Lu Nat,Medium,Fey,
Luck Dragon,Tiny,Dragon,
Luck Leech,Medium,Fey,
Lumawig,Large,Celestial,"mountains, forests, sea, coastal"
Lunar Devil,Large,Fiend,
"Lunarchidna, Greater",Medium,Aberration,
"Lunarchidna, Lesser",Medium,Aberration,
"Lunarchidna, Transcendent",Medium,Aberration,
Lunarian,Medium,Fey,
"Lycanthrope, werecrocodile",M,Humanoid,"coastal, desert, underwater"
"Lycanthrope, wereotter",M,Humanoid,"forest, swamp"
"Lycanthrope, wereowl",Medium,Humanoid,
"Lycanthrope, wereshark",Large,Humanoid,
Lymarien,Tiny,Fey,
Lymarien Swarm,Large Swarm,Fey,
Lystrosaurus,Medium,Beast,
Mad Piper,Large,Construct,
Madam Eva,Medium,Humanoid,
"Mador Kheb, Priest of Set",Medium,Humanoid,,RtSKBzblk8t,1O36zPO4u2,87a,Je61bTV5UYvV,F3,3qo5Q,mvuQgy4WaNVeXVtsZCe,uN,vBWG3
Maegera the Dawn Titan,Gargantuan,Elemental,
Mage,Medium,Humanoid,urban
Mage (A5E),Medium,Humanoid,"Desert, Feywild, Forest, Hills, Jungle, Laboratory, Mountains, Ruin, Settlement, Shadowfell, Swamp"
Mage Hunter Golem,Large,Construct,
Magewright,Medium,Humanoid,
Magma Bear,Large,Elemental,
Magma Landshark,Huge,Elemental,
Magma Mephit,Small,Elemental,"cave, dungeon, mountain, planar, urban"
Magma Mephit (A5E),Small,Elemental,"Caverns, Mountains, Plane of Earth, Plane of Fire"
Magma Mephit King,Small,Elemental,"cave, dungeon, mountain, planar, urban"
Magma Octopus,Large,Elemental,
Magma Ooze,Large,Ooze,"mountain, underground"
Magmin,Small,Elemental,"dungeon, planar, ruins, urban"
Magmin (A5E),Small,Elemental,"Caverns, Desert, Laboratory, Mountains, Plane of Fire"
Magmoid,Large,Elemental,planar
Magnetic Elemental,Large,Elemental,
Mahoru,Large,Monstrosity,aquatic
Maiden of Ice,Huge,Giant,"arctic, mountain, planar"
Major Malleable,Huge,Aberration,
Malakbel,Medium,Fiend,
Malcubus (A5E),Medium,Fiend,"Abyss, Ethereal Plane, Hell, Settlement"
Male Steeder,Medium,Beast,
Malformed Kraken,Huge,Monstrosity,
"Malleable, Major",Huge,Aberration,
"Malleable, Massive",Gargantuan,Aberration,
"Malleable, Minor",Medium,Aberration,
"Malleable, Moderate",Large,Aberration,
Mallqui,Medium,Undead,
Malmbjorn,H,Monstrosity,"hills, mountains",DfHqht0t8Fi3Plzn,6IO,rRAPm4WvJwkE7swERH9O,lm8oQYQA9VoVYGJ216
Malphas,Medium,Fey,
Malphas (Storm Crow),Medium,Fey,
Mambabarang,Medium,Humanoid,
Mameleu,Huge,Dragon,"coastal, sea"
Mameleu Hatchling,Large,Dragon,"coastal, sea"
Mammon,Huge,Fiend,
Mammon - Archduke of Greed,Huge,Fiend,
Mammoth,Huge,Beast,arctic
Mammoth (A5E),Huge,Beast,Tundra
Mammoth Beetle,Huge,Beast,"cave, underground"
Mamura,Small,Aberration,"badlands,ruins,underground"
Manabane Scarab Swarm,Medium,Beast,desert
Manananggal,Medium,Undead,
Manastorm Golem,Medium,Construct,
Mandarangkal,Medium,Monstrosity,urban
Mandragora,Small,Plant,forest
Mandrake,Tiny,Plant,
"Mandrake, Great",Tiny,Plant,
Mandriano,Large,Plant,
"Mandriano, Ancient",Huge,Plant,
Mandrill,Small,Beast,forest
Manes,Small,Fiend,"dungeon, planar"
Manggus,Large,Giant,
Mangrove Treant,Huge,Plant,
Manta Ray,Small,Beast,
Mantari,Medium,Monstrosity,underground
Manticore,Large,Monstrosity,"arctic, cave, coast, grassland, mountain, ruins",xKyqffzvg1A,zX7TMts1,7X109au,uJ3,KUFrL
Manticore (A5E),Large,Monstrosity,"Desert, Forest, Grassland, Hills, Jungle, Mountains, Tundra"
"Mantik, barbed king of the manticores",Huge,Monstrosity,
Map Mimic,Tiny,Aberration,"ruins,underground"
Maranhig,Medium,Undead,
Margoyle,Medium,Monstrosity,"aquatic, underground"
Mari Lwyd,Large,Undead,
Marid,Large,Elemental,"aquatic, coast, dungeon, planar, swamp"
Marid (A5E),Large,Elemental,"Plane of Water, Water"
Marid Noble (A5E),Large,Elemental,"Plane of Water, Water",aQZQuwXHW8M6,h2e5r,sQv
Marilith,Large,Fiend,"dungeon, planar"
Marilith (A5E),Large,Fiend,Abyss
Marine Basilisk,Large,Monstrosity,"aquatic, cave, coast, dungeon, ruins, swamp, underground"
Markupo,Huge,Dragon,"mountains, forests"
Marlos Urnrayle,Medium,Monstrosity,
Marlos Urnrayle (in lair),Medium,Monstrosity,
Marsh Dire,Medium,Undead,
Martial Arts Adept,Medium,Humanoid,urban
Mask Wight,Medium,Undead,
Masked Killer,Medium,Humanoid,
Massive Malleable,Gargantuan,Aberration,
Master Adranach,Gargantuan,Construct,
Master Assassin (A5E),Medium,Humanoid,"Desert, Forest, Settlement, Sewer"
Master of Cruelties,Large,Fiend,
Master of Demon Mountain,Medium,Humanoid,
Master of the Five Spires,Medium,Humanoid,
Master Thief,Medium,Humanoid,urban
Master Thief (A5E),Medium,Humanoid,"Settlement, Sewer"
Mastiff,Medium,Beast,urban
Mastiff (A5E),Medium,Beast,Settlement
Mastodon,Huge,Beast,"forest, grassland"
Matriarch Serpentine Lamia,Large,Monstrosity,
Mavka,Medium,Undead,
Maw Demon,Medium,Fiend,underground
Mbielu,Huge,Beast,"aquatic,marshes,plains"
Mead Archon,Medium,Celestial,
"Mechuiti, Demon Lord of Apes",Gargantuan,Fiend,
Medusa,Medium,Monstrosity,"cave, dungeon, mountain, ruins, urban"
