Name,Size,Type,Environment
Drowned Maiden,Medium,Undead,aquatic
Drudge pitcher,H,Plant,forest
Druid (A5E),Medium,Humanoid,"Desert, Forest, Grassland, Hills, Jungle, Mountains, Swamp, Tundra"
Druid of the Old Ways,Medium,Humanoid,
Dryad,Medium,Fey,forest
"Dryad, Mountain",Huge,Fey,
Dubius,S,Fiend,"farmland, planar, urban"
Duelist (A5E),Medium,Humanoid,Settlement
Duergar,Medium,Humanoid,"dungeon, underground"
Duergar Soulblade,Medium,Humanoid,
Duergar Spore Servant,Medium,Plant,
Duergar Spy,Medium,Humanoid,
Duergar Stone Guard,Medium,Humanoid,
Duergar Xarrorn,Medium,Humanoid,
Dullahan,Large,Fey,
Duodrone,Medium,Construct,planar
Dusk Hag,Medium,Fey,
Duskthorn Dryad,Medium,Fey,
Dust Digger,Large,Aberration,desert
Dust Goblin,Small,Humanoid,"badlands,desert,ruins,underground"
Dust Goblin Chieftain,Small,Humanoid,
Dust grazer,L,Aberration,badlands
Dust Mephit,Small,Elemental,"dungeon, planar, ruins, urban"
Dust Mephit (A5E),Small,Elemental,"Desert, Mountains, Plane of Air, Plane of Earth"
Dvarapala,Huge,Giant,
"Dwarf, angler",M,Humanoid,"mountains, underground"
"Dwarf, cleric of brew",Medium,Humanoid,
"Dwarf, firecracker",M,Humanoid,any
"Dwarf, Graveslayer",Medium,Humanoid,
"Dwarf, pike guard captain",M,Humanoid,any
"dwarf, ringmage",Medium,Humanoid,
"dwarf, wolf reaver",Medium,Humanoid,
Dwarven Ringmage,Medium,Humanoid,
Dyrrn,Medium,Aberration,
Eagle,Small,Beast,"arctic, grassland, mountain"
Eagle (A5E),Small,Beast,"Hills, Mountains"
Eala,Small,Monstrosity,
Earth Elemental,Large,Elemental,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, planar, ruins, swamp, underground"
Earth Elemental (A5E),Large,Elemental,"Laboratory, Plane of Earth"
Eater of Dust (Yakat-Shi),Medium,Aberration,
Eblis,Medium,Monstrosity,swamp
Echo,Medium,Fiend,
Ecstatic Bloom,Huge,Celestial,
Ectoplasm,Large,Ooze,
Edimmu,Medium,Undead,desert
Edjet,Medium,Humanoid,
Edjet Initiate,Medium,Humanoid,
Eel Hound,Medium,Fey,aquatic
Efreeti,Large,Elemental,"desert, dungeon, mountain, planar"
Efreeti (A5E),Large,Elemental,"Desert, Mountains, Plane of Fire"
Efreeti Noble (A5E),Large,Elemental,"Desert, Mountains, Plane of Fire"
Egret Harpy,Medium,Monstrosity,
Einherjar,Medium,Humanoid,
Einsaung Nat,Small,Fey,
Elder Black Pudding (A5E),Huge,Ooze,"Caverns, Ruin, Sewer, Water"
Elder Brain,Large,Aberration,underground
Elder Ghost Boar,Huge,Monstrosity,
Elder Shadow Drake,Large,Dragon,forests
Elder Vampire (A5E),Medium,Undead,"Forest, Hills, Mountains, Ruin, Settlement, Shadowfell, Tomb"
Eldrazi Scion,Large,Aberration,
Eldritch Ooze,Large,Ooze,
Eleinomae,Medium,Fey,marshes
Elemental Locus,Gargantuan,Elemental,
"Elemental, Fire-infused water",Huge,Elemental,
"Elemental, Ice",Large,Elemental,
"Elemental, rockslide",L,Elemental,mountains
"Elemental, Storm Lord",Huge,Elemental,
"Elemental, Venom",Large,Elemental,
Elementalist,Medium,Humanoid,
Elephant,Huge,Beast,grassland
Elephant (A5E),Huge,Beast,"Desert, Forest, Grassland, Jungle"
"Elf, Alchemist Archer",Medium,Humanoid,
"Elf, Deathsworn",Medium,Humanoid,
"Elf, Enchanter",Medium,Humanoid,
"Elf, Servant of Vine",Medium,Humanoid,
Elite Kobold,Small,Humanoid,
Elizar Dryflagon,Medium,Humanoid,
Elk,Large,Beast,"forest, grassland"
Elk (A5E),Large,Beast,"Forest, Tundra"
Elophar,Large,Undead,
Elusa Hound,Medium,Monstrosity,"forest, grassland"
Elven Veteran Archer,Medium,Humanoid,
Elvish Veteran Archer,Medium,Humanoid,
Ember glider,M,Monstrosity,"hills, mountains"
Ember Roc,Gargantuan,Monstrosity,
Emerald Dragon Wyrmling (A5E),Medium,Dragon,"Caverns, Ruin, Sewer"
Emerald Eye,Tiny,Construct,
Emerald Order Cult Leader,Mwsium,Humanoid,
Emperor of the Ghouls,Medium,Undead,"ruins,underground,urban"
Emperor's Hyena,Medium,Undead,
Emperor’s Hyena,Medium,Undead,
Empty Cloak,Medium,Construct,
Empusa,Medium,Monstrosity,
Empyrean,Huge,Celestial,planar
Encephalon Gorger (Psilian),Medium,Aberration,
Enchanted Objects Variant (A5E),,,
Enchanter,Medium,Humanoid,urban
Eonic Drifter,Medium,Humanoid,
Eonic Savant,Medium,Humanoid,
Erina Defender,Small,Humanoid,"forests,hills,plains"
Erina Scrounger,Small,Humanoid,"forests,hills,plains"
Erina tussler,S,Humanoid,"forest, grassland, hills"
Erinyes,Medium,Fiend,"dungeon, planar"
Erinyes (A5E),Medium,Fiend,Hell
Eternal Flame Guardian,Medium,Humanoid,"cave, desert, dungeon, forest, grassland, mountain, ruins, underground"
Eternal Flame Priest,Medium,Humanoid,"cave, desert, dungeon, forest, grassland, mountain, ruins, underground"
Ettercap,Medium,Monstrosity,"cave, dungeon, forest, ruins, swamp, underground"
Ettercap (A5E),Medium,Monstrosity,"Forest, Jungle, Swamp"
Ettin,Large,Giant,"cave, grassland, mountain, swamp"
Evil Doll,Tiny,Construct,
Evoker,Medium,Humanoid,urban
Execrable Shrub,Medium,Fiend,
Expeditious messenger,Tiny,Construct,
Exploding Toad,Tiny,Monstrosity,
Eye Golem,Large,Construct,
Eye of the Deep,Medium,Aberration,"aquatic, cave, coast, dungeon, underground"
Eye of the Gods,Small,Celestial,
Ezmerelda d'Avenir,Medium,Humanoid,
Fabricator,Large,Construct,
Faceless Wanderer,Medium,Aberration,
Faerie Dragon (A5E),Tiny,Dragon,"Feywild, Forest, Jungle"
Faerie Dragon (blue),Tiny,Dragon,"forest, grassland, mountain, ruins, swamp"
Faerie Dragon (green),Tiny,Dragon,"forest, grassland, mountain, ruins, swamp"
Faerie Dragon (indigo),Tiny,Dragon,"forest, grassland, mountain, ruins, swamp"
Faerie Dragon (red),Tiny,Dragon,"forest, grassland, mountain, ruins, swamp"
Faerie Dragon (violet),Tiny,Dragon,"forest, grassland, mountain, ruins, swamp"
Faerie Dragon (yellow),Tiny,Dragon,"forest, grassland, mountain, ruins, swamp"
Faerie Dragon Familiar (A5E),Tiny,Dragon,"Feywild, Forest, Jungle"
Faerie Eater Troll (A5E),Large,Giant,Feywild
Fallen Angel,Medium,Celestial,
Fallen Angel Variant (A5E),,,
Fallen Deva (A5E),Medium,Celestial,"Astral Plane, Temple"
Fallen Planetar (A5E),Large,Celestial,"Astral Plane, Temple"
Falsifer Fog,Huge,Undead,
Falsifier Fog,Huge,Undead,
Fane Spirit,Medium,Undead,
Fang Guard,Medium,Monstrosity,
Fang of Great Wolf,Large,Monstrosity,
Fang of the Great Wolf,Large,Monstrosity,
Fanged Sea Serpent,Large,Dragon,aquatic
Far Darrig,Small,Fey,"forests,plains"
Far Dorocha,medium,Fey,
Far Wanderer,Medium,Aberration,
Fastieth,Medium,Beast,
Fate Eater,Medium,Aberration,
Fathomer,Medium,Humanoid,"aquatic, cave, coast, grassland, swamp, underground"
Faux-garou,M,Construct,"forest, swamp"
Fear Guard,Medium,Undead,underground
Fear Liath,Large,Undead,
Fear Smith,Medium,Fey,
Fear Smith (Fiarsídhe),Medium,Fey,
Feathergale knight,Medium,Humanoid,"arctic, cave, coast, desert, dungeon, grassland, mountain, ruins"
Felid Dragon,Huge,Dragon,
Felidar,Large,Celestial,
Fellforged,Medium,Construct,
Female Steeder,Large,Beast,
Fen Witch,Medium,Monstrosity,swamp
Fennec Fox,Tiny,Beast,
Feral Undead Cat,Small,Undead,ruins
Fern Lizard,Small,Beast,
Fetch,Medium,Undead,"grassland, mountain"
Fext,Medium,Undead,
Fey Drake,Small,Dragon,
"Fey Lady, Berchta",Medium,Fey,
"Fey lady, coral queen",M,Fey,"coastal, underwater"
"Fey lady, countess of garlands",M,Fey,forest
"Fey lady, mother moth",M,Fey,
"Fey lord, rainforest king",M,Fey,forest
"Fey Lord, Reynard",Medium,Fey,
Fey Revenant,Large,Fey,
Feyote,Medium,Fey,
Feyward Tree,Huge,Construct,
Fidele,Medium,Celestial,
Fidele Angel,Medium,Celestial,
"Fiend lord, malaabit",L,Fiend,"badlands, desert, mountains"
Fiendish Hyena,Large,Fiend,
Fierstjerren,Medium,Undead,
Fire Dancer Swarm,Medium,Elemental,
Fire Drake,Small,Dragon,mountain
Fire Elemental,Large,Elemental,"cave, coast, desert, dungeon, grassland, mountain, planar, ruins, underground"
Fire Elemental (A5E),Large,Elemental,"Laboratory, Plane of Fire"
Fire Elemental Myrmidon,Medium,Elemental,"cave, coast, desert, dungeon, grassland, mountain, planar, ruins, swamp, underground, urban"
Fire Giant,Huge,Giant,"mountain, planar"
Fire Giant (A5E),Huge,Giant,"Desert, Mountains, Plane of Fire, Settlement"
Fire Giant Dreadnought,Huge,Giant,"mountain, underground"
Fire Imp,Tiny,Fiend,
Fire Kyeryong,Small,Monstrosity,mountains
Fire Monkey,Small,Monstrosity,forests
Fire Snake,Medium,Elemental,"forest, planar"
Fire Spire Initiate,Medium,Humanoid,
Fire-Infused Water Elemental,Huge,Elemental,
Firebird,Small,Celestial,
Firefist,Medium,Humanoid,
firegeist,Small,Elemental,
Firemane Angel,Medium,Celestial,
Firenewt Warlock of Imix,Medium,Humanoid,"grassland, mountain, underground"
First Servant,M,Humanoid,"any, urban"
Fixer,M,Humanoid,urban
Flab Giant,Large,Giant,"hills,mountains"
Flag Giant,Large,Giant,
Flagstone Golem,Large,Construct,
Flail Snail,Large,Monstrosity,"ruins, underground"
Flame Dragon Wyrmling,Medium,Dragon,
Flame Eater Swarm,Medium,Beasts,
Flame-Scourged Scion,Huge,Aberration,
Flame-Spitting Statue (A5E),Large,Construct,"Plane of Fire, Ruin, Temple"
Flameskull,Tiny,Undead,"dungeon, ruins"
Flamewrath,Medium,Humanoid,"cave, desert, dungeon, forest, grassland, mountain, ruins, underground"
Flaming Skeleton,Medium,Undead,
Flayed Wraith,Medium,Undead,
Flesh Golem,Medium,Construct,"dungeon, ruins"
Flesh Guardian (A5E),Medium,Construct,"Laboratory, Ruin, Temple, Tomb"
Flesh Reaver,Medium,Undead,
Fleshdreg,Huge,Plant,
Fleshpod Hornet,Large,Beast,
Fleshspurned,Medium,Undead,
Flind,Medium,Humanoid,"arctic, forest, grassland"
Flithidir,Small,Fey,
Flowershroud,Large,Plant,"forest, grassland"
Flumph,Small,Aberration,"dungeon, underground"
Flumph (A5E),Small,Aberration,"Caverns, Water"
Flumph Familiar (A5E),Small,Aberration,"Caverns, Water"
Flutterflesh,Large,Undead,
Flux Blastseeker,Medium,Humanoid,
Fluxcharger,Large,Elemental,
Flying Ape,Large,Monstrosity,
Flying Caltrop,Tiny,Construct,"dungeon, ruins, urban"
Flying Fox,Medium,Beast,
Flying Horror,Medium,Aberration,
Flying Lion (A5E),Large,Monstrosity,"Desert, Grassland, Hills, Mountains, Plane of Air"
Flying Polyp,Huge,Aberration,
Flying Shield,Small,Construct,"dungeon, ruins, urban"
Flying Snake (A5E),Tiny,Beast,"Desert, Feywild, Jungle, Swamp"
Flying Sword,Small,Construct,"dungeon, ruins, urban"
Flying Sword (A5E),Small,Construct,"Laboratory, Ruin"
folk of leng,Medium,Humanoid,
Fomorian,Huge,Giant,"cave, underground"
Foo Dog,Medium,Monstrosity,planar
Forest Drake,Small,Dragon,
Forest Emperor,Huge,Aberration,
forest falcon,Medium,Beast,
Forest Gnome Illusionist (A5E),Medium,Humanoid,"Feywild, Forest, Hills, Jungle, Laboratory, Settlement, Swamp"
Forest Marauder,Large,Giant,"badlands,forests"
Forester's Bane,Large,Plant,grassland
Forge Guardian,Gargantuan,Construct,
Forgotten God (A5E),Large,Celestial,"Temple, Tomb"
Four-Armed Gargoyle,Medium,Monstrosity,"aquatic, underground"
Fowl,Tiny,Beast,
Foxfire Ooze,Large,Ooze,
Foxin,Small,Fey,
Foxwere,Small,Monstrosity,"forest, underground"
Fractal Golem,Large,Construct,
Fragrant One,Small,Fey,
Fragrite,Medium,Elemental,
Fraughashar,Small,Fey,
Fraz-Urb'luu,Large,Fiend,
Frog,Tiny,Beast,"aquatic, coast, forest, swamp"
Froghemoth,Huge,Aberration,swamp
Froghoul,Medium,Undead,
Frontline Medic,Medium,Humanoid,
Frost Corpse,Medium,Undead,
Frost Giant (A5E),Huge,Giant,"Mountains, Shadowfell, Tundra"
Frost Giant Everlasting One,Huge,Giant,"arctic, coast"
Frost Giant Jarl,Huge,Giant,"Mountains, Shadowfell, Tundra"
Frost Giant Jarl (A5E),Huge,Giant,snow
Frost GIant Zombie,Huge,Undead,
frost mole,Small,Beast,
Frost Worm,Gargantuan,Monstrosity,
Frost-Afflicted,M,Humanoid,arctic
Frostjack,M,Fey,arctic
Frostveil,Medium,Plant,"hills,plains"
Frulam Mondath,Medium,Humanoid,
Fulad-Zereh,Huge,Fiend,
Fulminar,Large,Elemental,
"Fungi, duskwilt",S,Plant,underground
"Fungi, mulcher",G,Plant,"farmland, forest, hills"
"Fungi, Ophio",Huge,Plant,
"Fungi, Pixie's Umbrella",Small,Plant,
"Fungi, Strobing",Medium,Plant,
"Fungi, void fungus",M,Plant,"forest, planar, underground"
"Fungi, Wirbeln",Small,Plant,
Fungoid,Medium,Plant,swamp
Fungus Bat,Medium,Plant,underground
Fungus Gargoyle,Medium,Plant,
Furnace Golem,Large,Construct,
Fusion Elemental,Huge,Elemental,
Fyr,Small,Fey,"forest, mountain"
Gaki,Medium,Undead,
"Gaki, Jikki-Nikki-Gaki",Medium,Undead,
"Gaki, Shikki-Gaki",Medium,Undead,"caves, forests, urban"
"Gaki, Shinen-Gaki",Medium,Undead,
Galeb Duhr,Medium,Elemental,"cave, dungeon, mountain, planar, underground"
Galidroo,Huge,Monstrosity,
Gallows Tree,Huge,Plant,"forest, grassland, swamp"
Gallows Tree Zombie,Medium,Plant,"forest, grassland, swamp"
Galvanic Blastseeker,Medium,Humanoid,
Gar Shatterkeel,Medium,Humanoid,
Gar Shatterkeel (in lair),Medium,Humanoid,
Gargoctopus,Large,Monstrosity,
Gargoyle,Medium,Elemental,"dungeon, urban"
Gargoyle (A5E),Medium,Elemental,"Hills, Laboratory, Mountains, Plane of Earth, Ruin, Settlement, Temple, Tomb"
Garlicle,Small,Plant,
Garmvvolf,H,Monstrosity,"mountains, underground"
Garroter Crab,Tiny,Beast,aquatic
Garuda,Medium,Celestial,hills
"Garudi, Jyoti",Medium,Celestial,
Gas Spore,Large,Plant,"cave, dungeon, underground"
Gashadokuro,Huge,Undead,plains
Gaunt One,Medium,Aberration,
Gauth,Medium,Aberration,underground
Gavanice weird,Medium,Elemental,
Gawigawen,Gargantuan,Giant,"mountains, urban, coastal"
Gazellean,Medium,Humanoid,
Gazer,Tiny,Aberration,underground
Gbahali,Huge,Beast,plains
Gbahali (Postosuchus),Huge,Beast,
Gear mage,Medium,Humanoid,
Gear Spider (A5E),Tiny,Construct,"Laboratory, Ruin, Sewer"
Gearforged Templar,Medium,Construct,
Gearkeeper Construct,Large,Construct,
Gearmass,L,Ooze,"underground, urban"
Gelatinous Cube,Large,Ooze,dungeon
Gelatinous Cube (A5E),Large,Ooze,"Caverns, Plane of Water, Ruin, Sewer, Water"
Gelatinous Wall (A5E),Huge,Ooze,"Caverns, Plane of Water, Ruin, Sewer, Water"
Gerridae,Large,Fey,aquatic
Ghald,Medium,Elemental,
Ghast,Medium,Undead,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban"
Ghast (A5E),Medium,Undead,"Abyss, Caverns, Desert, Forest, Grassland, Hills, Mountains, Ruin, Sewer, Shadowfell, Swamp, Temple, Tomb, Tundra"
Ghast of Leng,Large,Aberration,
"Ghast of Leng, Greater",Large,Aberration,
Ghillie Dubh,Medium,Celestial,
Ghost,Medium,Undead,"cave, dungeon, ruins, swamp, underground, urban"
Ghost Ammonite,Medium,Undead,
Ghost Boar,Large,Monstrosity,
Ghost Dragon,Large,Undead,
Ghost Dwarf,Medium,Undead,
Ghost Knight,Medium,Undead,
Ghostwalk Spider,Large,Monstrosity,"badlands, forests"
Ghoul,Medium,Undead,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban"
Ghoul Bat,Small,Undead,
"Ghoul, Beggar",Medium,Undead,"ruins,underground,urban"
"Ghoul, Bloated",Medium,Undead,
"Ghoul, Darakhul Spy",Medium,Undead,
"Ghoul, Imperial",Medium,Undead,"ruins,underground"
Ghoulsteed,Large,Undead,
Ghul,Medium,Undead,
Giant Air Elemental (A5E),Huge,Elemental,"Laboratory, Plane of Air"
Giant Albino Bat,Huge,Monstrosity,
Giant Ant,Large,Beast,
Giant Ant Exoskeleton,Large,Construct,"desert, grassland"
Giant Ant Queen,Large,Beast,
Giant Ape,Huge,Beast,forest
giant armadillo,Small,Beast,
Giant Badger,Medium,Beast,"forest, grassland"
Giant Badger (A5E),Medium,Beast,"Forest, Grassland"
Giant Bat,Large,Beast,"cave, dungeon, forest, ruins, swamp, underground"
Giant Bat (A5E),Large,Beast,Caverns
Giant Beetle Exoskeleton,Large,Construct,
Giant Binturong,Large,Beast,
Giant Boar,Large,Beast,"forest, grassland"
Giant Bombardier Beetle,Medium,Beast,
Giant Centipede,Small,Beast,"cave, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground"
Giant Clam,Large,Beast,aquatic
Giant Coconut Crab,Medium,Beast,
Giant Constrictor Snake,Huge,Beast,"forest, grassland, swamp"
Giant Constrictor Snake (A5E),Huge,Beast,"Jungle, Swamp"
Giant Crab (A5E),Medium,Beast,Water
Giant Crab Exoskeleton,Large,Construct,
Giant Crayfish,Large,Beast,
Giant Crocodile,Huge,Beast,"aquatic, coast, swamp"
Giant Crocodile (A5E),Huge,Beast,"Swamp, Water"
Giant Eagle,Large,Beast,"grassland, mountain"
Giant Eagle (A5E),Large,Beast,"Feywild, Hills, Mountains"
Giant Earth Elemental (A5E),Large,Elemental,"Laboratory, Plane of Earth"
Giant Electric Catfish,Large,Beast,aquatic
Giant Elk,Huge,Beast,"forest, grassland"
Giant Fire Beetle,Small,Beast,"cave, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground"
Giant Fire Beetle (A5E),Small,Beast,Caverns
Giant flea,S,Beast,any
Giant flea swarm,M,Swarm,any
Giant Fowl,Large,Beast,
Giant Frilled Lizard,Large,Beast,
Giant Frog,Medium,Beast,"aquatic, coast, forest, swamp"
Giant Frog (A5E),Medium,Beast,"Jungle, Swamp, Water"
Giant Goat,Large,Beast,"forest, grassland, mountain"
Giant Grick (A5E),Medium,Monstrosity,"Caverns, Mountains, Plane of Earth, Ruin, Sewer, Tomb"
Giant Honey Bee,Small,Beast,
Giant Horsefly,Large,Beast,
Giant Husk,Huge,Undead,
Giant Hyena,Large,Beast,"coast, desert, forest, grassland"
Giant Ice Toad,Large,Monstrosity,
Giant Lanternfish (A5E),Large,Monstrosity,"Plane of Water, Water"
giant leech,Small,Beast,
Giant Lightning Eel,Large,Beast,
Giant Lizard,Large,Beast,"cave, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground"
Giant mantis shrimp,L,Beast,"coastal, underwater"
Giant mole lizard,L,Beast,underground
Giant Mongoose,Medium,Beast,
Giant Moray Eel,Medium,Beast,aquatic
Giant Moth,Small,Beast,
"Giant Moth, Rimewing",Small,Beast,
"Giant Moth, Shockwing",Small,Beast,
"Giant Moth, Sootwing",Small,Beast,
Giant Octopus,Large,Beast,aquatic
Giant Octopus (A5E),Large,Beast,Water
Giant Owl,Large,Beast,"forest, grassland, urban"
Giant Owl (A5E),Large,Beast,"Feywild, Forest"
Giant Poisonous Snake (A5E),Medium,Beast,"Caverns, Desert, Forest, Grassland, Hills, Jungle, Mountains, Ruin, Sewer, Swamp, Tomb, Water"
Giant pufferfish,S,Beast,underwater
Giant Rat,Small,Beast,"cave, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban"
Giant Rat (A5E),Small,Beast,"Caverns, Forest, Ruin, Settlement, Sewer, Swamp"
Giant Rat (Diseased),Small,Beast,
Giant Rhinoceros Beetle,Large,Beast,forest
Giant Scorpion,Large,Beast,"cave, coast, desert, dungeon, grassland, ruins, swamp, underground"
Giant Scorpion (A5E),Large,Beast,"Desert, Shadowfell"
Giant Sea Horse,Large,Beast,aquatic
Giant Seahorse,Large,Beast,aquatic
Giant Shark,Huge,Beast,aquatic
Giant Shark Bowl,Huge,Ooze,
Giant Skeleton,Huge,Undead,
Giant Slicer Beetle,Large,Beast,forest
Giant Sloth,Large,Beast,
Giant Slug of P'nakh,Large,Fiend,"ruins, underground"
Giant Snow Beetle,Large,Beast,
Giant Spider,Large,Beast,"cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban"
Giant Spider (A5E),Large,Beast,"Caverns, Feywild, Forest, Jungle, Ruin, Shadowfell, Swamp"
Giant Strider,Large,Monstrosity,"grassland, mountain, underground"
Giant Subterranean Lizard,Huge,Beast,
Giant Tamaraw,Huge,Beast,
Giant Toad,Large,Beast,"aquatic, coast, forest, swamp"
Giant Toad (A5E),Large,Beast,"Jungle, Swamp, Water"
Giant Vampire Bat,Large,Beast,
Giant Viper,Huge,Beast,
Giant Vulture,Large,Beast,"desert, grassland, ruins"
Giant Vulture (A5E),Large,Beast,Desert
Giant walking stick,L,Beast,forest
Giant Wasp,Medium,Beast,forest
Giant Wasp (A5E),Medium,Beast,"Forest, Grassland, Hills"
Giant Water Beetle,Medium,Beast,aquatic
Giant Water Elemental (A5E),Huge,Elemental,"Laboratory, Plane of Water, Water"
Giant Water Scorpion,Large,Beast,
Giant Weasel,Medium,Beast,"forest, grassland"
Giant Weasel (A5E),Medium,Beast,"Feywild, Forest"
Giant Wolf Spider,Medium,Beast,"cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban"
Giant Wolf Spider (A5E),Medium,Beast,"Desert, Feywild, Grassland, Ruin"
"Giant, firestorm",H,Giant,"arctic, mountains"
"Giant, Jotun",Gargantuan,Giant,"hills,mountains,plains"
"Giant, lantern",H,Giant,underwater
"Giant, shire",H,Giant,"farmland, hills"
Gibbering Mouther,Medium,Aberration,"cave, dungeon, planar, underground"
Gibbering Mouther (A5E),Medium,Aberration,"Astral Plane, Caverns, Laboratory, Sewer"
Gibberling (A5E),Small,Aberration,"Caverns, Ruin, Sewer"
Gibberling Brood Mother (A5E),Medium,Aberration,"Caverns, Ruin, Sewer"
Gigantura,G,Monstrosity,underwater
Gilded Devil,Medium,Fiend,
Gill-man,Medium,Monstrosity,
Gillmonkey,Small,Beast,aquatic
Ginormous Squirrel,Gargantuan,Beast,
Girallon,Large,Monstrosity,forest
Githyanki Knight,Medium,Humanoid,"planar, swamp"
Githyanki Warrior,Medium,Humanoid,planar
Githzerai Monk,Medium,Humanoid,planar
Githzerai Zerth,Medium,Humanoid,planar
Glabrezu,Large,Fiend,"dungeon, planar"
Glabrezu (A5E),Large,Fiend,Abyss
Glacial Corrupter,Medium,Undead,
Glacial crawler,H,Aberration,"arctic, coastal, underwater"
Glacial Ooze,Large,Ooze,arctic
Glacier Behemoth,Huge,Beast,
Gladeborn Hunter,Medium,Humanoid,
Gladeborn Trapper,Medium,Humanoid,
Gladiator,Medium,Humanoid,urban
Gladiator (A5E),Medium,Humanoid,Settlement
Glass Gator,Large,Beast,"aquatic,marshes"
Glass Golem,Small,Construct,
Gloamwing,Large,Undead,
Gloom Crawler,Huge,Monstrosity,
Gloomflower,Tiny,Plant,
Gloomstalker,Large,Monstrosity,
Gnarljak,Small,Construct,
Gnarlwood,Huge,Plant,forest
Gnoll Deathknight,Medium,Humanoid,
Gnoll Deathmage,Medium,Humanoid,
Gnoll Demonfang (A5E),Medium,Humanoid,"Abyss, Desert, Grassland, Hills, Jungle, Mountains, Settlement"
Gnoll Flesh Gnawer,Medium,Humanoid,"arctic, forest, grassland"
Gnoll Havoc Runner,Medium,Humanoid,
Gnoll Pack Leader (A5E),Medium,Humanoid,"Abyss, Desert, Grassland, Hills, Jungle, Mountains, Settlement"
Gnoll Pack Lord,Medium,Humanoid,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, urban"
Gnoll Slaver,Medium,Humanoid,
Gnomish Knife Cultist,Small,Humanoid,
Gnoph-Keh of Serex,Large,Monstrosity,
Gnyan,L,Elemental,arctic
Goat,Medium,Beast,"grassland, urban"
Goat (A5E),Medium,Beast,"Hills, Mountains, Settlement"
Goat-Man,Medium,Monstrosity,"badlands,forests,hills"
Goblin,Small,Humanoid,"cave, dungeon, forest, grassland, mountain, ruins, urban"
Goblin (A5E),Small,Humanoid,"Caverns, Desert, Feywild, Forest, Grassland, Hills, Jungle, Mountains, Ruin, Settlement, Sewer, Swamp, Tundra"
Goblin Alchemist,Small,Humanoid,"Caverns, Desert, Feywild, Forest, Grassland, Hills, Jungle, Mountains, Ruin, Settlement, Sewer, Swamp, Tundra"
Goblin Boss,Small,Humanoid,"cave, dungeon, forest, grassland, mountain, ruins, urban"
Goblin Boss (A5E),Small,Humanoid,"Caverns, Desert, Feywild, Forest, Grassland, Hills, Jungle, Mountains, Ruin, Settlement, Sewer, Swamp, Tundra"
Goblin Dreadnought (A5E),Small,Humanoid,"Caverns, Desert, Feywild, Forest, Grassland, Hills, Jungle, Mountains, Ruin, Settlement, Sewer, Swamp, Tundra"
Goblin Musketeer (A5E),Small,Humanoid,"Caverns, Desert, Feywild, Forest, Grassland, Hills, Jungle, Mountains, Ruin, Settlement, Sewer, Swamp, Tundra"
Goblin Ritualist,Small,Humanoid,
Goblin Shieldbearer (A5E),Small,Humanoid,"Caverns, Desert, Feywild, Forest, Grassland, Hills, Jungle, Mountains, Ruin, Settlement, Sewer, Swamp, Tundra"
Goblin siege engine,H,Construct,
Goblin Skulker (A5E),Small,Humanoid,"Caverns, Desert, Feywild, Forest, Grassland, Hills, Jungle, Mountains, Ruin, Settlement, Sewer, Swamp, Tundra"
"Goblin, Chaos-Spawn",Small,Humanoid,
"Goblin, Shadow",Small,Humanoid,
"Gods of Other Domains, Forgotten God Variant (A5E)",Large,Celestial,"ruins, underground"
Godslayer,H,Construct,any
Gold Dragon Wyrmling,Medium,Dragon,"mountain, ruins"
Gold Dragon Wyrmling (A5E),Medium,Dragon,"Astral Plane, Grassland, Ruin, Water"
Gold Great Wyrm (A5E),Gargantuan,Dragon (Shapechanger),ruins
Golden Cat,Tiny,Beast,
"Golem, Alechemical",Large,Construct,
"Golem, Altar Flame",Large,Construct,
"Golem, Armory",Large,Construct,
"Golem, barnyard",M,Construct,"farmland, urban"
"Golem, Bearing",Medium,Construct,
"Golem, Bone",Medium,Construct,
"Golem, Bronze",Large,Construct,
"Golem, Doom",Large,Construct,
"Golem, Dragonflesh",Large,Construct,
"Golem, ice",L,Construct,"arctic, urban"
"Golem, Lotus",Large,Construct,
"Golem, Manastrom",Medium,Construct,
"Golem, origami",L,Construct,"any, urban"
"Golem, Paper",Tiny,Construct,
"Golem, Paper Swarm",Medium swarm,Construct,
"Golem, War Machine",Gargantuan,Construct,
Golgari Shaman,Medium,Humanoid,
Goliath Longlegs,Gargantuan,Monstrosity,
Gorao-Ka,Tiny,Fey,
Gorbel,Small,Aberration,forest
Goreling,Small,Undead,
Gorgimera,Large,Monstrosity,mountain
Gorgon,Large,Monstrosity,"mountain, ruins"
Gorilla Bear,Medium,Monstrosity,forest
Goristro,Huge,Fiend,"dungeon, planar"
Graknork,Gargantuan,Monstrosity,
Grave Behemoth,Huge,Undead,
Grave Titan,Huge,Undead,
